ROW_ID,ICD9_CODE,SHORT_TITLE,LONG_TITLE
4199,4401,Renal artery atheroscler,Atherosclerosis of renal artery
4200,44020,Athscl extrm ntv art NOS,"Atherosclerosis of native arteries of the extremities, unspecified"
4201,44021,Ath ext ntv at w claudct,Atherosclerosis of native arteries of the extremities with intermittent claudication
4202,44022,Ath ext ntv at w rst pn,Atherosclerosis of native arteries of the extremities with rest pain
4203,44023,Ath ext ntv art ulcrtion,Atherosclerosis of native arteries of the extremities with ulceration
4204,44024,Ath ext ntv art gngrene,Atherosclerosis of native arteries of the extremities with gangrene
4207,44031,Ath ext autologs bps gft,Atherosclerosis of autologous vein bypass graft of the extremities
4208,44032,Ath ext nonautlg bps gft,Atherosclerosis of nonautologous biological bypass graft of the extremities
4209,4404,Chr tot occl art extrem,Chronic total occlusion of artery of the extremities
4210,4408,Atherosclerosis NEC,Atherosclerosis of other specified arteries
4212,44100,Dsct of aorta unsp site,"Dissection of aorta, unspecified site"
4213,44101,Dsct of thoracic aorta,"Dissection of aorta, thoracic"
4214,44102,Dsct of abdominal aorta,"Dissection of aorta, abdominal"
4215,44103,Dsct of thoracoabd aorta,"Dissection of aorta, thoracoabdominal"
4216,4411,Ruptur thoracic aneurysm,"Thoracic aneurysm, ruptured"
4217,4412,Thoracic aortic aneurysm,Thoracic aneurysm without mention of rupture
4218,4413,Rupt abd aortic aneurysm,"Abdominal aneurysm, ruptured"
4219,4414,Abdom aortic aneurysm,Abdominal aneurysm without mention of rupture
4221,4416,Thoracoabd aneurysm rupt,"Thoracoabdominal aneurysm, ruptured"
4222,4417,Thracabd anurysm wo rupt,"Thoracoabdominal aneurysm, without mention of rupture"
4226,4422,Iliac artery aneurysm,Aneurysm of iliac artery
4227,4423,Lower extremity aneurysm,Aneurysm of artery of lower extremity
4228,44281,Aneurysm of neck,Aneurysm of artery of neck
4231,44284,Visceral aneurysm NEC,Aneurysm of other visceral artery
4234,4430,Raynaud's syndrome,Raynaud's syndrome
4236,44321,Dissect carotid artery,Dissection of carotid artery
4237,44322,Dissection iliac artery,Dissection of iliac artery
4238,44323,Dissection renal artery,Dissection of renal artery
4239,44324,Dissect vertebral artery,Dissection of vertebral artery
4240,44329,Dissection artery NEC,Dissection of other artery
4241,44381,Angiopathy in other dis,Peripheral angiopathy in diseases classified elsewhere
4244,4439,Periph vascular dis NOS,"Peripheral vascular disease, unspecified"
4247,4441,Thoracic aortic embolism,Embolism and thrombosis of thoracic aorta
4248,44421,Upper extremity embolism,Arterial embolism and thrombosis of upper extremity
4249,44422,Lower extremity embolism,Arterial embolism and thrombosis of lower extremity
4250,44481,Iliac artery embolism,Embolism and thrombosis of iliac artery
4251,44489,Arterial embolism NEC,Embolism and thrombosis of other specified artery
4259,44620,Hypersensit angiitis NOS,"Hypersensitivity angiitis, unspecified"
4261,44629,Hypersensit angiitis NEC,Other specified hypersensitivity angiitis
4264,4465,Giant cell arteritis,Giant cell arteritis
4265,4466,Thrombot microangiopathy,Thrombotic microangiopathy
4267,4470,Acq arterioven fistula,"Arteriovenous fistula, acquired"
4268,4471,Stricture of artery,Stricture of artery
4269,4472,Rupture of artery,Rupture of artery
4271,4474,Celiac art compress syn,Celiac artery compression syndrome
4273,4476,Arteritis NOS,"Arteritis, unspecified"
4278,4478,Arterial disease NEC,Other specified disorders of arteries and arterioles
4284,4510,Superfic phlebitis-leg,Phlebitis and thrombophlebitis of superficial vessels of lower extremities
4289,45182,Phlbts sprfc vn up extrm,Phlebitis and thrombophlebitis of superficial veins of upper extremities
4291,45184,Phlbts vn NOS up extrm,"Phlebitis and thrombophlebitis of upper extremities, unspecified"
4292,45189,Thrombophlebitis NEC,Phlebitis and thrombophlebitis of other sites
4294,452,Portal vein thrombosis,Portal vein thrombosis
4297,4532,Oth inf vena cava thromb,Other venous embolism and thrombosis of inferior vena cava
4298,4533,Renal vein thrombosis,Other venous embolism and thrombosis of renal vein
4299,39890,Rheumatic heart dis NOS,"Rheumatic heart disease, unspecified"
4300,39891,Rheumatic heart failure,Rheumatic heart failure (congestive)
4302,4010,Malignant hypertension,Malignant essential hypertension
4303,4011,Benign hypertension,Benign essential hypertension
4304,4019,Hypertension NOS,Unspecified essential hypertension
4310,40291,Hyp ht dis NOS w ht fail,Unspecified hypertensive heart disease with heart failure
4311,40300,Mal hy kid w cr kid I-IV,"Hypertensive chronic kidney disease, malignant, with chronic kidney disease stage I through stage IV, or unspecified"
4312,40301,Mal hyp kid w cr kid V,"Hypertensive chronic kidney disease, malignant, with chronic kidney disease stage V or end stage renal disease"
4313,40310,Ben hy kid w cr kid I-IV,"Hypertensive chronic kidney disease, benign, with chronic kidney disease stage I through stage IV, or unspecified"
4315,40390,Hy kid NOS w cr kid I-IV,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified"
4316,40391,Hyp kid NOS w cr kid V,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage V or end stage renal disease"
4320,40403,Mal hyp ht/kd stg V w hf,"Hypertensive heart and chronic kidney disease, malignant, with heart failure and with chronic kidney disease stage V or end stage renal disease"
4329,40501,Mal renovasc hypertens,Malignant renovascular hypertension
4333,40591,Renovasc hypertension,Unspecified renovascular hypertension
4336,41001,"AMI anterolateral, init","Acute myocardial infarction of anterolateral wall, initial episode of care"
4339,41011,"AMI anterior wall, init","Acute myocardial infarction of other anterior wall, initial episode of care"
4340,41012,"AMI anterior wall,subseq","Acute myocardial infarction of other anterior wall, subsequent episode of care"
4341,41020,"AMI inferolateral,unspec","Acute myocardial infarction of inferolateral wall, episode of care unspecified"
4342,41021,"AMI inferolateral, init","Acute myocardial infarction of inferolateral wall, initial episode of care"
4345,41031,"AMI inferopost, initial","Acute myocardial infarction of inferoposterior wall, initial episode of care"
4348,41041,"AMI inferior wall, init","Acute myocardial infarction of other inferior wall, initial episode of care"
4351,41051,"AMI lateral NEC, initial","Acute myocardial infarction of other lateral wall, initial episode of care"
4354,41061,"True post infarct, init","True posterior wall infarction, initial episode of care"
4357,41071,"Subendo infarct, initial","Subendocardial infarction, initial episode of care"
4358,41072,"Subendo infarct, subseq","Subendocardial infarction, subsequent episode of care"
4360,41081,"AMI NEC, initial","Acute myocardial infarction of other specified sites, initial episode of care"
4361,41082,"AMI NEC, subsequent","Acute myocardial infarction of other specified sites, subsequent episode of care"
4363,41091,"AMI NOS, initial","Acute myocardial infarction of unspecified site, initial episode of care"
4364,41092,"AMI NOS, subsequent","Acute myocardial infarction of unspecified site, subsequent episode of care"
4365,4110,Post MI syndrome,Postmyocardial infarction syndrome
4366,4111,Intermed coronary synd,Intermediate coronary syndrome
4368,41189,Ac ischemic hrt dis NEC,"Other acute and subacute forms of ischemic heart disease, other"
4369,412,Old myocardial infarct,Old myocardial infarction
4372,4139,Angina pectoris NEC/NOS,Other and unspecified angina pectoris
4373,41400,Cor ath unsp vsl ntv/gft,"Coronary atherosclerosis of unspecified type of vessel, native or graft"
4374,41401,Crnry athrscl natve vssl,Coronary atherosclerosis of native coronary artery
4375,41402,Crn ath atlg vn bps grft,Coronary atherosclerosis of autologous vein bypass graft
4377,41404,Cor ath artry bypas grft,Coronary atherosclerosis of artery bypass graft
4381,41410,Aneurysm of heart,Aneurysm of heart (wall)
4382,41411,Aneurysm coronary vessel,Aneurysm of coronary vessels
4383,41412,Dissection cor artery,Dissection of coronary artery
4384,41419,Aneurysm of heart NEC,Other aneurysm of heart
4385,4142,Chr tot occlus cor artry,Chronic total occlusion of coronary artery
4388,4148,Chr ischemic hrt dis NEC,Other specified forms of chronic ischemic heart disease
4391,41511,Iatrogen pulm emb/infarc,Iatrogenic pulmonary embolism and infarction
4392,41512,Septic pulmonary embolsm,Septic pulmonary embolism
4394,41519,Pulm embol/infarct NEC,Other pulmonary embolism and infarction
4395,4160,Prim pulm hypertension,Primary pulmonary hypertension
4398,4168,Chr pulmon heart dis NEC,Other chronic pulmonary heart diseases
4399,4169,Chr pulmon heart dis NOS,"Chronic pulmonary heart disease, unspecified"
4405,42090,Acute pericarditis NOS,"Acute pericarditis, unspecified"
4406,42091,Ac idiopath pericarditis,Acute idiopathic pericarditis
4407,42099,Acute pericarditis NEC,Other acute pericarditis
4408,4210,Ac/subac bact endocard,Acute and subacute bacterial endocarditis
4417,4230,Hemopericardium,Hemopericardium
4418,4231,Adhesive pericarditis,Adhesive pericarditis
4422,4239,Pericardial disease NOS,Unspecified disease of pericardium
4423,4240,Mitral valve disorder,Mitral valve disorders
4424,4241,Aortic valve disorder,Aortic valve disorders
4425,4242,Nonrheum tricusp val dis,"Tricuspid valve disorders, specified as nonrheumatic"
4426,4243,Pulmonary valve disorder,Pulmonary valve disorders
4427,42490,Endocarditis NOS,"Endocarditis, valve unspecified, unspecified cause"
4435,4254,Prim cardiomyopathy NEC,Other primary cardiomyopathies
4436,4255,Alcoholic cardiomyopathy,Alcoholic cardiomyopathy
4437,4257,Metabolic cardiomyopathy,Nutritional and metabolic cardiomyopathy
4438,4258,Cardiomyopath in oth dis,Cardiomyopathy in other diseases classified elsewhere
4440,4260,Atriovent block complete,"Atrioventricular block, complete"
4441,42610,Atriovent block NOS,"Atrioventricular block, unspecified"
4442,42611,Atriovent block-1st degr,First degree atrioventricular block
4443,42612,Atrioven block-mobitz ii,Mobitz (type) II atrioventricular block
4444,42613,Av block-2nd degree NEC,Other second degree atrioventricular block
4446,4263,Left bb block NEC,Other left bundle branch block
4447,4264,Rt bundle branch block,Right bundle branch block
4450,42652,Rt bbb/lft ant fasc blk,Right bundle branch block and left anterior fascicular block
4451,42653,Bilat bb block NEC,Other bilateral bundle branch block
4453,4266,Other heart block,Other heart block
4454,4267,Anomalous av excitation,Anomalous atrioventricular excitation
4456,42682,Long QT syndrome,Long QT syndrome
4457,42689,Conduction disorder NEC,Other specified conduction disorders
4459,4270,Parox atrial tachycardia,Paroxysmal supraventricular tachycardia
4460,4271,Parox ventric tachycard,Paroxysmal ventricular tachycardia
4462,42731,Atrial fibrillation,Atrial fibrillation
4463,42732,Atrial flutter,Atrial flutter
4464,42741,Ventricular fibrillation,Ventricular fibrillation
4466,4275,Cardiac arrest,Cardiac arrest
4467,42760,Premature beats NOS,"Premature beats, unspecified"
4469,42769,Premature beats NEC,Other premature beats
4470,42781,Sinoatrial node dysfunct,Sinoatrial node dysfunction
4471,42789,Cardiac dysrhythmias NEC,Other specified cardiac dysrhythmias
4472,4279,Cardiac dysrhythmia NOS,"Cardiac dysrhythmia, unspecified"
4473,4280,CHF NOS,"Congestive heart failure, unspecified"
4475,42820,Systolic hrt failure NOS,"Systolic heart failure, unspecified"
4476,42821,Ac systolic hrt failure,Acute systolic heart failure
4477,42822,Chr systolic hrt failure,Chronic systolic heart failure
4478,42823,Ac on chr syst hrt fail,Acute on chronic systolic heart failure
4479,42830,Diastolc hrt failure NOS,"Diastolic heart failure, unspecified"
4480,42831,Ac diastolic hrt failure,Acute diastolic heart failure
4481,42832,Chr diastolic hrt fail,Chronic diastolic heart failure
4482,42833,Ac on chr diast hrt fail,Acute on chronic diastolic heart failure
4483,42840,Syst/diast hrt fail NOS,"Combined systolic and diastolic heart failure, unspecified"
4484,42841,Ac syst/diastol hrt fail,Acute combined systolic and diastolic heart failure
4485,42842,Chr syst/diastl hrt fail,Chronic combined systolic and diastolic heart failure
4486,42843,Ac/chr syst/dia hrt fail,Acute on chronic combined systolic and diastolic heart failure
4488,4290,Myocarditis NOS,"Myocarditis, unspecified"
4491,4293,Cardiomegaly,Cardiomegaly
4492,4294,Hrt dis postcardiac surg,Functional disturbances following cardiac surgery
4493,4295,Chordae tendinae rupture,Rupture of chordae tendineae
4495,42971,Acq cardiac septl defect,Acquired cardiac septal defect
4500,42989,Ill-defined hrt dis NEC,Other ill-defined heart diseases
4501,4299,Heart disease NOS,"Heart disease, unspecified"
4502,430,Subarachnoid hemorrhage,Subarachnoid hemorrhage
4503,431,Intracerebral hemorrhage,Intracerebral hemorrhage
4505,4321,Subdural hemorrhage,Subdural hemorrhage
4506,4329,Intracranial hemorr NOS,Unspecified intracranial hemorrhage
4507,43300,Ocl bslr art wo infrct,Occlusion and stenosis of basilar artery without mention of cerebral infarction
4508,43301,Ocl bslr art w infrct,Occlusion and stenosis of basilar artery with cerebral infarction
4509,43310,Ocl crtd art wo infrct,Occlusion and stenosis of carotid artery without mention of cerebral infarction
4510,43311,Ocl crtd art w infrct,Occlusion and stenosis of carotid artery with cerebral infarction
4511,43320,Ocl vrtb art wo infrct,Occlusion and stenosis of vertebral artery without mention of cerebral infarction
4513,43330,Ocl mlt bi art wo infrct,Occlusion and stenosis of multiple and bilateral precerebral arteries without mention of cerebral infarction
4514,43331,Ocl mlt bi art w infrct,Occlusion and stenosis of multiple and bilateral precerebral arteries with cerebral infarction
5511,48249,Staph pneumonia NEC,Other Staphylococcus pneumonia
5513,48282,Pneumonia e coli,Pneumonia due to escherichia coli [E. coli]
5514,48283,Pneumo oth grm-neg bact,Pneumonia due to other gram-negative bacteria
4530,38600,Meniere's disease NOS,"M?ni?re's disease, unspecified"
4536,38611,Benign parxysmal vertigo,Benign paroxysmal positional vertigo
4537,38612,Vestibular neuronitis,Vestibular neuronitis
4543,3899,Hearing loss NOS,Unspecified hearing loss
4545,3910,Acute rheumatic pericard,Acute rheumatic pericarditis
4553,3940,Mitral stenosis,Mitral stenosis
4554,3941,Rheumatic mitral insuff,Rheumatic mitral insufficiency
4555,3942,Mitral stenosis w insuff,Mitral stenosis with insufficiency
4558,3951,Rheumatic aortic insuff,Rheumatic aortic insufficiency
4561,3960,Mitral/aortic stenosis,Mitral valve stenosis and aortic valve stenosis
4563,3962,Mitral insuf/aort stenos,Mitral valve insufficiency and aortic valve stenosis
4564,3963,Mitral/aortic val insuff,Mitral valve insufficiency and aortic valve insufficiency
4565,3968,Mitr/aortic mult involv,Multiple involvement of mitral and aortic valves
4567,3970,Tricuspid valve disease,Diseases of tricuspid valve
4614,38861,Cerebrosp fluid otorrhea,Cerebrospinal fluid otorrhea
4629,38910,Sensorneur hear loss NOS,"Sensorineural hearing loss, unspecified"
4670,37272,Conjunctival hemorrhage,Conjunctival hemorrhage
4732,37489,Disorders of eyelid NEC,Other disorders of eyelid
4735,37501,Acute dacryoadenitis,Acute dacryoadenitis
4758,37555,Neonatal nasolacrml obst,"Obstruction of nasolacrimal duct, neonatal"
4802,37702,Papilledema w decr press,Papilledema associated with decreased ocular pressure
4821,37739,Optic neuritis NEC,Other optic neuritis
4822,37741,Ischemic optic neuropthy,Ischemic optic neuropathy
4838,37800,Esotropia NOS,"Esotropia, unspecified"
4874,37851,Partial third nerv palsy,"Third or oculomotor nerve palsy, partial"
4877,37854,Sixth nerve palsy,Sixth or abducens nerve palsy
4895,37900,Scleritis NOS,"Scleritis, unspecified"
4913,37923,Vitreous hemorrhage,Vitreous hemorrhage
4944,56210,Dvrtclo colon w/o hmrhg,Diverticulosis of colon (without mention of hemorrhage)
5338,45340,Ac DVT/embl low ext NOS,Acute venous embolism and thrombosis of unspecified deep vessels of lower extremity
5339,45341,Ac DVT/emb prox low ext,Acute venous embolism and thrombosis of deep vessels of proximal lower extremity
5340,45342,Ac DVT/emb distl low ext,Acute venous embolism and thrombosis of deep vessels of distal lower extremity
5343,45352,Ch DVT/embl dstl low ext,Chronic venous embolism and thrombosis of deep vessels of distal lower extremity
5355,45383,Ac emblsm up ext NOS,"Acute venous embolism and thrombosis of upper extremity, unspecified"
5358,45386,Ac embl internl jug vein,Acute venous embolism and thrombosis of internal jugular veins
5361,4539,Venous thrombosis NOS,Other venous embolism and thrombosis of unspecified site
5367,4550,Int hemorrhoid w/o compl,Internal hemorrhoids without mention of complication
5369,4552,Int hemrrhoid w comp NEC,Internal hemorrhoids with other complication
5370,4553,Ext hemorrhoid w/o compl,External hemorrhoids without mention of complication
5372,4555,Ext hemrrhoid w comp NEC,External hemorrhoids with other complication
5373,4556,Hemorrhoids NOS,Unspecified hemorrhoids without mention of complication
5375,4558,Hemrrhoid NOS w comp NEC,Unspecified hemorrhoids with other complication
5377,4560,Esophag varices w bleed,Esophageal varices with bleeding
5378,4561,Esoph varices w/o bleed,Esophageal varices without mention of bleeding
5379,45620,Bleed esoph var oth dis,"Esophageal varices in diseases classified elsewhere, with bleeding"
5380,45621,Esoph varice oth dis NOS,"Esophageal varices in diseases classified elsewhere, without mention of bleeding"
5385,4568,Varices of other sites,Varices of other sites
5387,4571,Other lymphedema,Other lymphedema
5389,4578,Noninfect lymph dis NEC,Other noninfectious disorders of lymphatic channels
5391,4580,Orthostatic hypotension,Orthostatic hypotension
5393,45821,Hemododialysis hypotensn,Hypotension of hemodialysis
5394,45829,Iatrogenc hypotnsion NEC,Other iatrogenic hypotension
5395,4588,Hypotension NEC,Other specified hypotension
5396,4589,Hypotension NOS,"Hypotension, unspecified"
5397,4590,Hemorrhage NOS,"Hemorrhage, unspecified"
5403,4592,Compression of vein,Compression of vein
5409,45981,Venous insufficiency NOS,"Venous (peripheral) insufficiency, unspecified"
5410,45989,Circulatory disease NEC,Other specified disorders of circulatory system
5411,4599,Circulatory disease NOS,Unspecified circulatory system disorder
5417,4618,Other acute sinusitis,Other acute sinusitis
5419,462,Acute pharyngitis,Acute pharyngitis
5428,46431,Ac epiglottitis w obstr,Acute epiglottitis with obstruction
5434,4659,Acute uri NOS,Acute upper respiratory infections of unspecified site
5435,4660,Acute bronchitis,Acute bronchitis
5436,46611,Acu broncholitis d/t RSV,Acute bronchiolitis due to respiratory syncytial virus (RSV)
5437,46619,Acu brnchlts d/t oth org,Acute bronchiolitis due to other infectious organisms
5447,4731,Chr frontal sinusitis,Chronic frontal sinusitis
5449,4733,Chr sphenoidal sinusitis,Chronic sphenoidal sinusitis
5451,4739,Chronic sinusitis NOS,Unspecified sinusitis (chronic)
5461,475,Peritonsillar abscess,Peritonsillar abscess
5471,47819,Nasal & sinus dis NEC,Other disease of nasal cavity and sinuses
5476,47825,Edema pharynx/nasopharyx,Edema of pharynx or nasopharynx
5478,47829,Disease of pharynx NEC,"Other diseases of pharynx, not elsewhere classified"
5480,47831,Vocal paral unilat part,"Unilateral paralysis of vocal cords or larynx, partial"
5481,47832,Vocal paral unilat total,"Unilateral paralysis of vocal cords or larynx, complete"
5482,47833,Vocal paral bilat part,"Bilateral paralysis of vocal cords or larynx, partial"
5485,4785,Vocal cord disease NEC,Other diseases of vocal cords
5486,4786,Edema of larynx,Edema of larynx
5489,47874,Stenosis of larynx,Stenosis of larynx
5490,47875,Laryngeal spasm,Laryngeal spasm
5491,47879,Disease of larynx NEC,"Other diseases of larynx, not elsewhere classified"
5498,4808,Viral pneumonia NEC,Pneumonia due to other virus not elsewhere classified
5499,4809,Viral pneumonia NOS,"Viral pneumonia, unspecified"
5500,481,Pneumococcal pneumonia,Pneumococcal pneumonia [Streptococcus pneumoniae pneumonia]
5501,4820,K. pneumoniae pneumonia,Pneumonia due to Klebsiella pneumoniae
5502,4821,Pseudomonal pneumonia,Pneumonia due to Pseudomonas
5503,4822,H.influenzae pneumonia,Pneumonia due to Hemophilus influenzae [H. influenzae]
5504,48230,Streptococcal pneumn NOS,"Pneumonia due to Streptococcus, unspecified"
5507,48239,Pneumonia oth strep,Pneumonia due to other Streptococcus
5508,48240,Staphylococcal pneu NOS,"Pneumonia due to Staphylococcus, unspecified"
5509,48241,Meth sus pneum d/t Staph,Methicillin susceptible pneumonia due to Staphylococcus aureus
5517,4829,Bacterial pneumonia NOS,"Bacterial pneumonia, unspecified"
5521,4841,Pneum w cytomeg incl dis,Pneumonia in cytomegalic inclusion disease
5524,4846,Pneum in aspergillosis,Pneumonia in aspergillosis
5527,485,Bronchopneumonia org NOS,"Bronchopneumonia, organism unspecified"
5528,486,"Pneumonia, organism NOS","Pneumonia, organism unspecified"
5529,4870,Influenza with pneumonia,Influenza with pneumonia
5530,4871,Flu w resp manifest NEC,Influenza with other respiratory manifestations
5541,490,Bronchitis NOS,"Bronchitis, not specified as acute or chronic"
5544,49120,Obst chr bronc w/o exac,Obstructive chronic bronchitis without exacerbation
5545,49121,Obs chr bronc w(ac) exac,Obstructive chronic bronchitis with (acute) exacerbation
5546,49122,Obs chr bronc w ac bronc,Obstructive chronic bronchitis with acute bronchitis
5548,4919,Chronic bronchitis NOS,Unspecified chronic bronchitis
5549,4920,Emphysematous bleb,Emphysematous bleb
5554,5531,Umbilical hernia,Umbilical hernia without mention of obstruction or gangrene
5555,55320,Ventral hernia NOS,"Ventral, unspecified, hernia without mention of obstruction or gangrene"
5556,55321,Incisional hernia,Incisional hernia without mention of obstruction or gangrene
5557,55329,Ventral hernia NEC,Other ventral hernia without mention of obstruction or gangrene
5558,5533,Diaphragmatic hernia,Diaphragmatic hernia without mention of obstruction or gangrene
5561,5550,"Reg enteritis, sm intest",Regional enteritis of small intestine
5562,5551,"Reg enteritis, lg intest",Regional enteritis of large intestine
5563,5552,Reg enterit sm/lg intest,Regional enteritis of small intestine with large intestine
5564,5559,Regional enteritis NOS,Regional enteritis of unspecified site
5573,5569,Ulceratve colitis unspcf,"Ulcerative colitis, unspecified"
5574,5570,Ac vasc insuff intestine,Acute vascular insufficiency of intestine
5575,5571,Chr vasc insuff intest,Chronic vascular insufficiency of intestine
5576,5579,Vasc insuff intest NOS,Unspecified vascular insufficiency of intestine
5579,5583,Allrgic gastro & colitis,Allergic gastroenteritis and colitis
5582,5589,Noninf gastroenterit NEC,Other and unspecified noninfectious gastroenteritis and colitis
5583,5600,Intussusception,Intussusception
5584,5601,Paralytic ileus,Paralytic ileus
5585,5602,Volvulus of intestine,Volvulus
5590,56081,Intestinal adhes w obstr,Intestinal or peritoneal adhesions with obstruction (postoperative) (postinfection)
5591,56089,Intestinal obstruct NEC,Other specified intestinal obstruction
5592,5609,Intestinal obstruct NOS,Unspecified intestinal obstruction
5593,56200,Dvrtclo sml int w/o hmrg,Diverticulosis of small intestine (without mention of hemorrhage)
4945,56211,Dvrtcli colon w/o hmrhg,Diverticulitis of colon (without mention of hemorrhage)
4946,56212,Dvrtclo colon w hmrhg,Diverticulosis of colon with hemorrhage
4947,56213,Dvrtcli colon w hmrhg,Diverticulitis of colon with hemorrhage
4948,56400,Constipation NOS,"Constipation, unspecified"
4951,56409,Constipation NEC,Other constipation
4952,5641,Irritable bowel syndrome,Irritable bowel syndrome
4953,5642,Postgastric surgery synd,Postgastric surgery syndromes
4958,5647,Megacolon NEC,"Megacolon, other than Hirschsprung's"
4960,56489,Funct dis intestine NEC,Other functional disorders of intestine
4962,5650,Anal fissure,Anal fissure
4964,566,Anal & rectal abscess,Abscess of anal and rectal regions
4967,56721,Peritonitis (acute) gen,Peritonitis (acute) generalized
4968,56722,Peritoneal abscess,Peritoneal abscess
4969,56723,Spontan bact peritonitis,Spontaneous bacterial peritonitis
4970,56729,Suppurat peritonitis NEC,Other suppurative peritonitis
4971,56731,Psoas muscle abscess,Psoas muscle abscess
4972,56738,Retroperiton abscess NEC,Other retroperitoneal abscess
4976,56789,Peritonitis NEC,Other specified peritonitis
4978,5680,Peritoneal adhesions,Peritoneal adhesions (postoperative) (postinfection)
4979,56881,Hemoperitoneum,Hemoperitoneum (nontraumatic)
4981,56889,Peritoneal disorder NEC,Other specified disorders of peritoneum
4983,5690,Anal & rectal polyp,Anal and rectal polyp
4984,5691,Rectal prolapse,Rectal prolapse
4986,5693,Rectal & anal hemorrhage,Hemorrhage of rectum and anus
4987,56941,Rectal & anal ulcer,Ulcer of anus and rectum
4988,56942,Anal or rectal pain,Anal or rectal pain
4991,56949,Rectal & anal dis NEC,Other specified disorders of rectum and anus
4992,5695,Intestinal abscess,Abscess of intestine
4994,56961,Colosty/enterost infectn,Infection of colostomy or enterostomy
4995,56962,Colosty/enter comp-mech,Mechanical complication of colostomy and enterostomy
4996,56969,Colstmy/enteros comp NEC,Other colostomy and enterostomy complication
4999,56981,Intestinal fistula,"Fistula of intestine, excluding rectum and anus"
5000,56982,Ulceration of intestine,Ulceration of intestine
5001,56983,Perforation of intestine,Perforation of intestine
5002,56984,Angio intes w/o hmrhg,Angiodysplasia of intestine (without mention of hemorrhage)
5003,56985,Angio intes w hmrhg,Angiodysplasia of intestine with hemorrhage
5006,56989,Intestinal disorders NEC,Other specified disorders of intestine
5008,570,Acute necrosis of liver,Acute and subacute necrosis of liver
5009,5710,Alcoholic fatty liver,Alcoholic fatty liver
5010,5711,Ac alcoholic hepatitis,Acute alcoholic hepatitis
5026,52510,Acq absence of teeth NOS,"Acquired absence of teeth, unspecified"
5044,52550,Partial edentulism NOS,"Partial edentulism, unspecified"
5049,43401,Crbl thrmbs w infrct,Cerebral thrombosis with cerebral infarction
5050,43410,Crbl emblsm wo infrct,Cerebral embolism without mention of cerebral infarction
5051,43411,Crbl emblsm w infrct,Cerebral embolism with cerebral infarction
5053,43491,Crbl art ocl NOS w infrc,"Cerebral artery occlusion, unspecified with cerebral infarction"
5056,4352,Subclavian steal syndrom,Subclavian steal syndrome
5058,4358,Trans cereb ischemia NEC,Other specified transient cerebral ischemias
5059,4359,Trans cereb ischemia NOS,Unspecified transient cerebral ischemia
5060,436,Cva,"Acute, but ill-defined, cerebrovascular disease"
5061,4370,Cerebral atherosclerosis,Cerebral atherosclerosis
5062,4371,Ac cerebrovasc insuf NOS,Other generalized ischemic cerebrovascular disease
5063,4372,Hypertens encephalopathy,Hypertensive encephalopathy
5064,4373,Nonrupt cerebral aneurym,"Cerebral aneurysm, nonruptured"
5065,4374,Cerebral arteritis,Cerebral arteritis
5068,4377,Transient global amnesia,Transient global amnesia
5069,4378,Cerebrovasc disease NEC,Other ill-defined cerebrovascular disease
5071,4380,Late ef CV dis-cognf def,"Late effects of cerebrovascular disease, cognitive deficits"
5073,43811,Late eff CV dis-aphasia,"Late effects of cerebrovascular disease, aphasia"
5077,43819,Late ef-spch/lang df NEC,"Late effects of cerebrovascular disease, other speech and language deficits"
5078,43820,Late ef-hemplga side NOS,"Late effects of cerebrovascular disease, hemiplegia affecting unspecified side"
5079,43821,Late ef-hemplga dom side,"Late effects of cerebrovascular disease, hemiplegia affecting dominant side"
5081,43830,Late ef-mplga up lmb NOS,"Late effects of cerebrovascular disease, monoplegia of upper limb affecting unspecified side"
5084,43840,Lte ef-mplga low lmb NOS,"Late effects of cerebrovascular disease, monoplegia of lower limb affecting unspecified side"
5090,43853,Lt ef oth parals-bilat,"Late effects of cerebrovascular disease, other paralytic syndrome, bilateral"
5094,43882,Late ef CV dis dysphagia,"Other late effects of cerebrovascular disease, dysphagia"
5095,43883,Facial weakness,"Other late effects of cerebrovascular disease, facial weakness"
5096,4928,Emphysema NEC,Other emphysema
5103,49320,Chronic obst asthma NOS,"Chronic obstructive asthma, unspecified"
5104,49321,Ch ob asthma w stat asth,Chronic obstructive asthma with status asthmaticus
5105,49322,Ch obst asth w (ac) exac,Chronic obstructive asthma with (acute) exacerbation
5108,49390,Asthma NOS,"Asthma, unspecified type, unspecified"
5110,49392,Asthma NOS w (ac) exac,"Asthma, unspecified type, with (acute) exacerbation"
5111,4940,Bronchiectas w/o ac exac,Bronchiectasis without acute exacerbation
5112,4941,Bronchiectasis w ac exac,Bronchiectasis with acute exacerbation
5123,496,Chr airway obstruct NEC,"Chronic airway obstruction, not elsewhere classified"
5125,501,Asbestosis,Asbestosis
5136,5070,Food/vomit pneumonitis,Pneumonitis due to inhalation of food or vomitus
5140,5081,Chr pul manif d/t radiat,Chronic and other pulmonary manifestations due to radiation
5144,5100,Empyema with fistula,Empyema with fistula
5145,5109,Empyema w/o fistula,Empyema without mention of fistula
5146,5110,Pleurisy w/o effus or TB,Pleurisy without mention of effusion or current tuberculosis
5147,5111,Bact pleur/effus not TB,"Pleurisy with effusion, with mention of a bacterial cause other than tuberculosis"
